"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","landmark"
"391",390,0,0.0193548387096774,0,0.445161290322581,0,0,0,0.270967741935484,0,0,0,0,0,0,0,0,0.0645161290322581,0.00645161290322581,0,0.193548387096774,"syllabus391","1988-151","1988-151-01","1988-151-01-01","1988-151-01-01-01","7/2/1989",1,"492 U.S. 573",1988,1603,"Rehnquist","87-2050","COUNTY OF ALLEGHENY et al. v. AMERICAN CIVIL LIBERTIES UNION, GREATER PITTSBURGH CHAPTER, et al.","2/22/1989","",5,45,207,NA,1,NA,NA,0,111,NA,23,NA,1,12,3,2,1,7,0,0,0,0,30170,3,2,0,2,NA,2,203,"",100,92,1,5,4,"No"
"392",391,0.0491452991452991,0,0,0.0641025641025641,0.442307692307692,0,0,0.00213675213675214,0.318376068376068,0,0,0.00213675213675214,0,0.0726495726495727,0,0,0.00427350427350427,0.00427350427350427,0.0405982905982906,0,"syllabus392","1989-014","1989-014-01","1989-014-01-01","1989-014-01-01-01","1/9/1990",1,"493 U.S. 182",1989,1603,"Rehnquist","88-493","UNIVERSITY OF PENNSYLVANIA v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","11/7/1989","",232,NA,332,NA,1,32,NA,0,109,NA,23,NA,0,3,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",100,102,1,9,0,"No"
"393",392,0,0,0.00854700854700855,0,0.0170940170940171,0,0,0.444444444444444,0.00854700854700855,0,0,0.128205128205128,0,0.00854700854700855,0,0,0,0.0341880341880342,0,0.35042735042735,"syllabus393","1989-016","1989-016-01","1989-016-01-01","1989-016-01-01-01","1/10/1990",1,"493 U.S. 215",1989,1603,"Rehnquist","87-2012","FW/PBS, INC., DBA PARIS ADULT BOOKSTORE II, et al. v. CITY OF DALLAS et al.","10/4/1989","",117,NA,3,51,1,NA,NA,0,120,NA,25,NA,0,12,2,1,4,7,0,1,0,0,30010,3,2,0,1,NA,1,139,"",104,92,1,6,3,"No"
"394",393,0,0,0.0775193798449612,0,0,0,0,0.082687338501292,0.082687338501292,0,0,0.0129198966408269,0,0.00775193798449612,0,0.0258397932816537,0,0.126614987080103,0.578811369509044,0.00516795865633075,"syllabus394","1989-022","1989-022-01","1989-022-01-01","1989-022-01-01-01","1/17/1990",1,"493 U.S. 378",1989,1603,"Rehnquist","88-1374","JIMMY SWAGGART MINISTRIES v. BOARD OF EQUALIZATION OF CALIFORNIA","10/31/1989","",130,NA,4,6,2,117,6,0,302,6,301,6,0,1,2,1,1,2,0,0,0,0,30160,3,1,0,2,NA,2,202,"",104,102,1,9,0,"No"
"395",394,0,0.00557103064066852,0,0.0167130919220056,0,0.0194986072423398,0.00835654596100279,0.256267409470752,0.267409470752089,0.259052924791086,0.0167130919220056,0.0473537604456825,0,0.0919220055710306,0,0,0.00557103064066852,0.00278551532033426,0.00278551532033426,0,"syllabus395","1989-024","1989-024-01","1989-024-01-01","1989-024-01-01-01","1/22/1990",1,"493 U.S. 411",1989,1603,"Rehnquist","88-1198","FEDERAL TRADE COMMISSION v. SUPERIOR COURT TRIAL LAWYERS ASSOCIATION et al.","10/30/1989","",357,NA,111,NA,1,57,NA,0,32,NA,32,NA,0,12,5,2,1,4,0,1,0,0,30150,3,1,0,4,NA,3,367,"",103,102,1,6,3,"No"
"396",395,0.00293255131964809,0,0.0205278592375367,0,0.601173020527859,0.00879765395894428,0,0.12316715542522,0.211143695014663,0.00293255131964809,0,0,0.00293255131964809,0.00293255131964809,0.00586510263929619,0.00293255131964809,0.00293255131964809,0.0117302052785924,0,0,"syllabus396","1989-053","1989-053-01","1989-053-01-01","1989-053-01-01-01","3/21/1990",1,"494 U.S. 624",1989,1603,"Rehnquist","88-1993","BUTTERWORTH, ATTORNEY GENERAL OF FLORIDA, et al. v. SMITH","1/16/1990","",28,12,254,NA,1,NA,NA,0,56,NA,31,NA,0,12,3,2,3,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",102,102,1,9,0,"No"
"397",396,0.0148148148148148,0.00246913580246914,0,0,0.00493827160493827,0,0,0.153086419753086,0.135802469135802,0.00246913580246914,0.128395061728395,0,0.525925925925926,0.00246913580246914,0,0.0296296296296296,0,0,0,0,"syllabus397","1989-055","1989-055-01","1989-055-01-01","1989-055-01-01-01","3/27/1990",1,"494 U.S. 652",1989,1603,"Rehnquist","88-1569","AUSTIN, MICHIGAN SECRETARY OF STATE, et al. v. MICHIGAN STATE CHAMBER OF COMMERCE","10/31/1989","",19,27,192,NA,2,NA,NA,0,82,NA,26,NA,0,1,3,2,1,3,0,1,0,0,30140,3,2,0,2,NA,2,200,"",98,102,1,6,3,"No"
"398",397,0.0316901408450704,0,0,0,0,0,0,0.211267605633803,0.204225352112676,0.0211267605633803,0,0,0,0.144366197183099,0,0,0,0,0.387323943661972,0,"syllabus398","1989-061","1989-061-01","1989-061-01-01","1989-061-01-01-01","4/17/1990",1,"494 U.S. 872",1989,1603,"Rehnquist","88-1213","EMPLOYMENT DIVISION, DEPARTMENT OF HUMAN RESOURCES OF OREGON, et al. v. SMITH et al.","11/6/1989","",7,43,145,NA,1,117,43,0,301,43,300,43,0,12,2,2,1,3,0,1,0,0,30160,3,1,0,2,NA,2,202,"",105,102,1,6,3,"No"
"399",398,0.00201612903225806,0,0,0,0.0181451612903226,0,0,0.102822580645161,0.215725806451613,0,0,0,0,0.0483870967741935,0.0221774193548387,0.00201612903225806,0.11491935483871,0.473790322580645,0,0,"syllabus399","1989-068","1989-068-01","1989-068-01-01","1989-068-01-01-01","4/18/1990",1,"495 U.S. 103",1989,1603,"Rehnquist","88-5986","OSBORNE v. OHIO","12/5/1989","",100,NA,28,41,2,NA,NA,0,302,41,300,41,0,1,2,1,1,4,0,0,0,0,30190,3,1,0,2,NA,2,200,"",95,102,1,6,3,"No"
"400",399,0.41497975708502,0.0283400809716599,0,0,0,0.00404858299595142,0,0.0647773279352227,0.295546558704453,0.0425101214574899,0.0607287449392713,0,0.00404858299595142,0.0829959514170041,0,0,0.00202429149797571,0,0,0,"syllabus400","1989-093","1989-093-01","1989-093-01-01","1989-093-01-01-01","6/4/1990",1,"496 U.S. 1",1989,1603,"Rehnquist","88-1905","EDDIE KELLER, et al. v. STATE BAR OF CALIFORNIA, et al.","2/27/1990","",111,NA,7,6,1,NA,NA,0,302,6,300,6,1,11,3,1,1,4,0,1,0,0,30010,3,2,0,2,NA,2,200,"",102,102,1,9,0,"No"
"401",400,0,0,0,0.544827586206897,0,0.0275862068965517,0.0137931034482759,0.379310344827586,0,0,0.00689655172413793,0,0,0.0275862068965517,0,0,0,0,0,0,"syllabus401","1989-101","1989-101-01","1989-101-01-01","1989-101-01-01-01","6/4/1990",1,"496 U.S. 226",1989,1603,"Rehnquist","88-1597","BOARD OF EDUCATION OF THE WESTSIDE COMMUNITY SCHOOLS, ETC., et al. v. BRIDGET C. MERGENS, BY AND THROUGH HER NEXT FRIEND, DANIEL N. MERGENS, et al.","1/9/1990","",21,32,239,NA,1,NA,NA,0,89,NA,28,NA,0,12,3,1,1,2,0,0,0,0,30180,3,1,0,4,NA,6,600,"20 U.S.C. § 4071",104,102,1,8,1,"No"
"402",401,0,0,0,0,0,0,0.00357142857142857,0.142857142857143,0.371428571428571,0,0,0.0285714285714286,0,0.00357142857142857,0.00714285714285714,0,0.442857142857143,0,0,0,"syllabus402","1989-103","1989-103-01","1989-103-01-01","1989-103-01-01-01","6/11/1990",1,"496 U.S. 310",1989,1603,"Rehnquist","89-1433","UNITED STATES v. SHAWN D. EICHMAN, DAVID GERALD BLALOCK AND SCOTT W. TYLER","5/14/1990","",27,NA,218,NA,2,NA,NA,0,55,NA,55,NA,0,1,NA,2,2,2,0,0,0,0,30150,3,2,0,1,NA,6,600,"18 U.S.C. § 700",92,92,1,5,4,"Yes"
"403",402,0.00757575757575758,0,0,0.053030303030303,0.00378787878787879,0,0,0.306818181818182,0.0984848484848485,0,0,0,0,0.00378787878787879,0.522727272727273,0,0.00378787878787879,0,0,0,"syllabus403","1989-118","1989-118-01","1989-118-01-01","1989-118-01-01-01","6/21/1990",1,"497 U.S. 1",1989,1603,"Rehnquist","89-645","MILKOVICH v. LORAIN JOURNAL CO. et al.","4/24/1990","",8,41,190,NA,1,NA,NA,0,302,41,300,41,0,10,2,2,1,4,0,1,0,0,30030,3,1,0,2,NA,2,200,"",102,102,1,7,2,"No"
"404",403,0.513661202185792,0,0,0.00546448087431694,0,0,0.00819672131147541,0.237704918032787,0.210382513661202,0.00273224043715847,0.0218579234972678,0,0,0,0,0,0,0,0,0,"syllabus404","1989-120","1989-120-01","1989-120-01-01","1989-120-01-01-01","6/21/1990",1,"497 U.S. 62",1989,1603,"Rehnquist","88-1872","RUTAN et al. v. REPUBLICAN PARTY OF ILLINOIS et al.","1/16/1990","",8,17,211,NA,1,NA,NA,0,65,NA,27,NA,0,10,7,1,1,7,0,1,0,0,30010,3,2,0,2,NA,2,200,"",92,92,1,5,4,"No"
"405",404,0.00909090909090909,0,0,0,0,0,0,0.472727272727273,0.0727272727272727,0,0,0.00909090909090909,0,0.00909090909090909,0.00909090909090909,0.0909090909090909,0.0636363636363636,0,0,0.263636363636364,"syllabus405","1989-138","1989-138-01","1989-138-01-01","1989-138-01-01-01","6/27/1990",7,"497 U.S. 720",1989,1603,"Rehnquist","88-2031","UNITED STATES v. KOKINDA et al.","2/26/1990","",27,NA,218,NA,1,NA,NA,0,79,NA,24,NA,1,2,3,2,1,3,0,1,0,0,30010,3,1,0,1,NA,2,200,"",104,102,1,5,4,"No"
"406",405,0,0,0.011142061281337,0,0,0,0,0.128133704735376,0.144846796657382,0.245125348189415,0,0,0,0,0.0194986072423398,0,0,0,0.45125348189415,0,"syllabus406","1990-058","1990-058-01","1990-058-01-01","1990-058-01-01-01","4/16/1991",1,"499 U.S. 439",1990,1604,"Rehnquist","90-29","LEATHERS, COMMISSIONER OF REVENUES OF ARKANSAS v. MEDLOCK et al.","1/9/1991","",19,5,124,NA,1,NA,NA,0,302,5,300,5,0,11,4,2,1,7,0,1,0,0,30010,3,1,0,2,NA,2,200,"",104,102,1,7,2,"No"
"407",406,0.00194174757281553,0,0,0.00388349514563107,0.0135922330097087,0.00194174757281553,0.00194174757281553,0.112621359223301,0.0815533980582524,0.00194174757281553,0,0,0.00194174757281553,0,0.770873786407767,0,0.00776699029126214,0,0,0,"syllabus407","1990-115","1990-115-01","1990-115-01-01","1990-115-01-01-01","6/20/1991",1,"501 U.S. 496",1990,1604,"Rehnquist","89-1799","JEFFREY M. MASSON v. NEW YORKER MAGAZINE, INC., ALFRED A. KNOPF, INC. AND JANET MALCOLM","1/14/1991","",206,NA,178,NA,1,NA,NA,0,50,NA,29,NA,1,12,2,2,1,4,0,1,0,0,30030,3,2,1,1,NA,2,200,"",106,102,1,7,2,"Yes"
"408",407,0,0,0,0,0,0,0,0.215311004784689,0.267942583732057,0,0.0191387559808612,0,0,0,0,0,0,0.0478468899521531,0,0.449760765550239,"syllabus408","1990-117","1990-117-01","1990-117-01-01","1990-117-01-01-01","6/21/1991",7,"501 U.S. 560",1990,1604,"Rehnquist","90-26","MICHAEL BARNES, PROSECUTING ATTORNEY OF ST. JOSEPH COUNTY, INDIANA, et al. v. GLEN THEATRE, INC., et al.","1/8/1991","",28,18,109,NA,1,NA,NA,0,68,NA,27,NA,1,12,3,2,1,3,0,1,0,0,30190,3,1,0,2,NA,2,200,"",102,102,1,5,4,"Yes"
"409",408,0.00353356890459364,0.0141342756183746,0,0,0.162544169611307,0,0,0.530035335689046,0.0106007067137809,0.00353356890459364,0.00706713780918728,0,0.049469964664311,0,0.144876325088339,0,0.0247349823321555,0.00353356890459364,0.0353356890459364,0.0106007067137809,"syllabus409","1990-120","1990-120-01","1990-120-01-01","1990-120-01-01-01","6/24/1991",1,"501 U.S. 663",1990,1604,"Rehnquist","90-634","COHEN v. COWLES MEDIA CO., DBA MINNEAPOLIS STAR & TRIBUNE CO., et al.","3/27/1991","",211,NA,190,NA,1,NA,NA,0,302,28,300,28,1,11,6,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",95,102,1,5,4,"No"
"410",409,0.103448275862069,0.0344827586206897,0,0,0.160919540229885,0.0114942528735632,0.0114942528735632,0.333333333333333,0,0,0,0.0114942528735632,0,0.0114942528735632,0.0229885057471264,0.264367816091954,0,0.0114942528735632,0,0.0229885057471264,"syllabus410","1990-129","1990-129-01","1990-129-01-01","1990-129-01-01-01","6/27/1991",1,"501 U.S. 1030",1990,1604,"Rehnquist","89-1836","DOMINIC P. GENTILE v. STATE BAR OF NEVADA","4/15/1991","",111,NA,216,NA,1,117,33,0,300,33,300,33,0,12,2,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",106,98,1,5,4,"No"
"411",410,0.00377358490566038,0.637735849056604,0,0,0,0,0,0.0509433962264151,0.181132075471698,0.00566037735849057,0,0.0207547169811321,0,0.0943396226415094,0,0.00566037735849057,0,0,0,0,"syllabus411","1991-011","1991-011-01","1991-011-01-01","1991-011-01-01-01","12/10/1991",1,"502 U.S. 105",1991,1605,"Rehnquist","90-1059","SIMON & SCHUSTER, INC. v. MEMBERS OF THE NEW YORK STATE CRIME VICTIMS BOARD, et al.","10/15/1991","",220,NA,4,37,1,117,37,0,96,NA,22,NA,1,10,2,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",104,102,1,8,0,"No"
"412",411,0,0.025974025974026,0,0.012987012987013,0,0.012987012987013,0,0.402597402597403,0.155844155844156,0,0.0649350649350649,0,0.025974025974026,0,0,0,0,0.012987012987013,0,0.285714285714286,"syllabus412","1991-074","1991-074-01","1991-074-01-01","1991-074-01-01-01","5/26/1992",7,"504 U.S. 191",1991,1605,"Rehnquist","90-1056","CHARLES W. BURSON, ATTORNEY GENERAL AND REPORTER FOR TENNESSEE v. MARY REBECCA FREEMAN","10/8/1991","",19,50,211,NA,1,NA,NA,0,302,50,300,50,1,10,3,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",100,102,1,5,3,"No"
"413",412,0,0.0433070866141732,0,0,0,0,0,0.346456692913386,0.0275590551181102,0,0.0078740157480315,0.0866141732283465,0,0.0078740157480315,0,0.078740157480315,0,0.00393700787401575,0.0354330708661417,0.362204724409449,"syllabus413","1991-098","1991-098-01","1991-098-01-01","1991-098-01-01-01","6/19/1992",1,"505 U.S. 123",1991,1605,"Rehnquist","91-538","FORSYTH COUNTY, GEORGIA v. THE NATIONALIST MOVEMENT","3/31/1992","",5,13,211,NA,1,117,13,0,60,NA,31,NA,1,2,3,2,4,2,0,0,0,0,30010,3,2,0,2,4,2,200,"",100,100,1,5,4,"No"
"414",413,0,0.182634730538922,0,0,0.00598802395209581,0,0,0.188622754491018,0.206586826347305,0,0,0,0,0.0029940119760479,0,0,0.158682634730539,0,0,0.254491017964072,"syllabus414","1991-105","1991-105-01","1991-105-01-01","1991-105-01-01-01","6/22/1992",1,"505 U.S. 377",1991,1605,"Rehnquist","90-7675","RAV v. CITY OF ST. PAUL, MINNESOTA","12/4/1991","",175,NA,3,28,1,NA,NA,0,302,28,300,28,0,12,4,1,4,4,0,1,0,0,30150,3,2,0,2,NA,2,200,"",105,102,1,9,0,"Yes"
"415",414,0,0.209775967413442,0.00203665987780041,0.503054989816701,0,0,0,0.144602851323829,0.0875763747454175,0,0,0.0203665987780041,0.00203665987780041,0,0,0,0.00203665987780041,0,0.0264765784114053,0.00203665987780041,"syllabus415","1991-110","1991-110-01","1991-110-01-01","1991-110-01-01-01","6/24/1992",1,"505 U.S. 577",1991,1605,"Rehnquist","90-1014","ROBERT E. LEE, INDIVIDUALLY AND AS PRINCIPAL OF NATHAN BISHOP MIDDLE SCHOOL, et al. v. DANIEL WEISMAN ETC.","11/6/1991","",21,47,239,NA,1,NA,NA,0,113,NA,21,NA,1,12,2,2,4,2,0,0,0,0,30170,3,2,0,2,NA,2,203,"",106,102,1,5,4,"No"
"416",415,0,0.0631578947368421,0.0105263157894737,0.0605263157894737,0.00263157894736842,0,0,0.213157894736842,0.102631578947368,0.0157894736842105,0.00789473684210526,0,0,0.00263157894736842,0,0.413157894736842,0,0,0,0.107894736842105,"syllabus416","1991-112","1991-112-01","1991-112-01-01","1991-112-01-01-01","6/26/1992",1,"505 U.S. 672",1991,1605,"Rehnquist","91-155","INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS, INC., AND BRIAN RUMBAUGH v. WALTER LEE","3/25/1992","",130,NA,15,NA,1,65,NA,0,96,NA,22,NA,1,2,6,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",102,102,1,6,3,"No"
"417",416,0,0.540372670807453,0,0,0,0.0124223602484472,0.0062111801242236,0.211180124223602,0.0062111801242236,0,0,0,0,0,0,0.198757763975155,0,0,0,0.0248447204968944,"syllabus417","1991-116","1991-116-01","1991-116-01-01","1991-116-01-01-01","6/26/1992",6,"505 U.S. 830",1991,1605,"Rehnquist","91-339","WALTER LEE, SUPERINTENDENT OF PORT AUTHORITY POLICE v. INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS, INC., et al.","3/25/1992","",15,NA,130,NA,1,65,NA,0,96,NA,22,NA,1,2,2,2,4,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",NA,102,1,5,4,"No"
"418",417,0,0.215568862275449,0,0,0,0,0,0.146706586826347,0.176646706586826,0.149700598802395,0.00598802395209581,0,0,0,0.0239520958083832,0.0029940119760479,0,0.00898203592814371,0.0269461077844311,0.24251497005988,"syllabus418","1992-047","1992-047-01","1992-047-01-01","1992-047-01-01-01","3/24/1993",1,"507 U.S. 410",1992,1605,"Rehnquist","91-1200","CITY OF CINCINNATI v. DISCOVERY NETWORK, INC., et al.","11/9/1992","",3,41,220,NA,1,117,41,0,104,NA,26,NA,0,10,2,2,4,2,0,0,0,0,30020,3,2,0,2,NA,2,200,"",103,103,1,6,3,"No"
"419",418,0,0.174418604651163,0,0,0,0.00290697674418605,0.00290697674418605,0.136627906976744,0.244186046511628,0.133720930232558,0.00290697674418605,0.0261627906976744,0,0,0,0.270348837209302,0,0.00290697674418605,0,0.00290697674418605,"syllabus419","1992-062","1992-062-01","1992-062-01-01","1992-062-01-01-01","4/26/1993",1,"507 U.S. 761",1992,1605,"Rehnquist","91-1594","FRED H. EDENFIELD, et al. v. SCOTT FANE","12/7/1992","",4,12,216,NA,1,117,12,0,57,NA,31,NA,1,12,2,2,3,2,0,0,0,0,30020,3,2,0,2,NA,2,200,"",106,102,1,8,1,"No"
"420",419,0,0.118110236220472,0,0.343832020997375,0,0.0078740157480315,0,0.288713910761155,0.215223097112861,0,0,0,0,0,0,0,0,0,0,0.026246719160105,"syllabus420","1992-086","1992-086-01","1992-086-01-01","1992-086-01-01-01","6/7/1993",1,"508 U.S. 384",1992,1605,"Rehnquist","91-2024","LAMB'S CHAPEL AND JOHN STEIGERWALD v. CENTER MORICHES UNION FREE SCHOOL DISTRICT et al.","2/24/1993","",130,NA,21,37,1,NA,NA,0,94,NA,22,NA,0,13,2,1,3,3,0,1,0,0,30160,3,2,0,2,NA,2,200,"",95,102,1,9,0,"Yes"
"421",420,0,0.643863179074447,0,0,0,0,0.00804828973843058,0.0583501006036217,0,0.00201207243460765,0.00804828973843058,0,0,0.173038229376258,0.0362173038229376,0,0.06841046277666,0,0,0.00201207243460765,"syllabus421","1992-091","1992-091-01","1992-091-01-01","1992-091-01-01-01","6/11/1993",1,"508 U.S. 476",1992,1605,"Rehnquist","92-515","WISCONSIN v. TODD MITCHELL","4/21/1993","",28,58,100,NA,1,NA,NA,0,302,58,300,58,1,6,3,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",102,102,1,9,0,"No"
"422",421,0,0,0,0,0.0164835164835165,0,0.010989010989011,0.247252747252747,0,0.00549450549450549,0,0,0,0.043956043956044,0.00549450549450549,0.010989010989011,0,0.00549450549450549,0.406593406593407,0.247252747252747,"syllabus422","1992-093","1992-093-01","1992-093-01-01","1992-093-01-01-01","6/11/1993",1,"508 U.S. 520",1992,1605,"Rehnquist","91-948","CHURCH OF THE LUKUMI BABALU AYE, INC. AND ERNESTO PICHARDO v. CITY OF HIALEAH","11/4/1992","",130,NA,3,12,1,NA,NA,0,58,NA,31,NA,0,11,2,1,4,3,0,1,0,0,30160,3,2,0,2,NA,2,202,"",106,102,1,9,0,"No"
"423",422,0.0334448160535117,0.160535117056856,0,0.474916387959866,0,0,0,0.280936454849498,0.00668896321070234,0,0,0,0,0.0100334448160535,0,0.00334448160535117,0.00668896321070234,0.0234113712374582,0,0,"syllabus423","1992-098","1992-098-01","1992-098-01-01","1992-098-01-01-01","6/18/1993",1,"509 U.S. 1",1992,1605,"Rehnquist","92-94","LARRY ZOBREST, ET UX., et al. v. CATALINA FOOTHILLS SCHOOL DISTRICT","2/24/1993","",239,NA,21,4,1,NA,NA,0,45,NA,29,NA,1,12,2,2,1,3,0,1,0,0,30180,3,1,0,2,NA,2,203,"",102,102,1,5,4,"No"
"424",423,0,0,0,0,0,0,0,0.274509803921569,0,0.666666666666667,0,0.0196078431372549,0,0.0261437908496732,0,0,0,0.0065359477124183,0.0065359477124183,0,"syllabus424","1992-110","1992-110-01","1992-110-01-01","1992-110-01-01-01","6/25/1993",1,"509 U.S. 418",1992,1605,"Rehnquist","92-486","UNITED STATES AND FEDERAL COMMUNICATIONS COMMISSION v. EDGE BROADCASTING COMPANY T/A POWER 94","4/21/1993","",27,NA,221,NA,1,NA,NA,0,126,NA,24,NA,1,12,2,2,1,3,0,1,0,0,30020,3,1,0,1,NA,3,326,"",95,102,1,7,2,"No"
"425",424,0,0.161458333333333,0,0,0,0,0.00260416666666667,0.208333333333333,0.166666666666667,0.0260416666666667,0,0.114583333333333,0,0.0651041666666667,0.00520833333333333,0.00520833333333333,0,0.213541666666667,0.03125,0,"syllabus425","1992-113","1992-113-01","1992-113-01-01","1992-113-01-01-01","6/28/1993",1,"509 U.S. 544",1992,1605,"Rehnquist","91-1526","FERRIS J. ALEXANDER, SR. v. UNITED STATES","1/12/1993","",126,NA,27,NA,1,NA,NA,0,83,NA,28,NA,0,12,2,1,1,5,0,0,0,0,30200,3,1,0,1,NA,2,220,"",102,102,1,5,4,"No"
"426",425,0.568,0,0.032,0,0.008,0.016,0,0.264,0.024,0,0,0,0,0,0.088,0,0,0,0,0,"syllabus426","1993-059","1993-059-01","1993-059-01-01","1993-059-01-01-01","5/31/1994",7,"511 U.S. 661",1993,1606,"Rehnquist","92-1450","CYNTHIA WATERS, et al. v. CHERYL R. CHURCHILL, et al.","12/1/1993","",167,NA,9,17,1,NA,NA,0,65,NA,27,NA,0,2,3,2,1,5,0,1,0,0,30010,3,1,0,1,NA,2,200,"",104,102,1,7,2,"No"
"427",426,0,0.53314121037464,0.00288184438040346,0,0.00288184438040346,0,0,0.0778097982708934,0.0922190201729107,0.00576368876080692,0,0.00576368876080692,0,0,0,0,0.0115273775216138,0,0.00288184438040346,0.265129682997118,"syllabus427","1993-068","1993-068-01","1993-068-01-01","1993-068-01-01-01","6/13/1994",1,"512 U.S. 43",1993,1606,"Rehnquist","92-1856","CITY OF LADUE, et al. v. MARGARET P. GILLEO","2/23/1994","",3,30,195,NA,1,NA,NA,0,86,NA,28,NA,0,12,2,2,4,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",103,103,1,9,0,"No"
"428",427,0,0,0,0,0,0,0,0.431192660550459,0.201834862385321,0.330275229357798,0,0,0.0275229357798165,0,0,0,0.00917431192660551,0,0,0,"syllabus428","1993-089","1993-089-01","1993-089-01-01","1993-089-01-01-01","6/27/1994",1,"512 U.S. 622",1993,1606,"Rehnquist","93-44","TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.","1/12/1994","",124,NA,338,NA,2,NA,NA,1,55,NA,55,NA,1,1,NA,2,1,5,0,1,0,0,30010,3,1,0,1,NA,6,600,"47 U.S.C. § 534",106,102,1,5,4,"No"
"429",428,0,0.0545454545454545,0,0.509090909090909,0,0,0.00909090909090909,0.372727272727273,0,0,0,0,0.00909090909090909,0.0454545454545455,0,0,0,0,0,0,"syllabus429","1993-090","1993-090-01","1993-090-01-01","1993-090-01-01-01","6/27/1994",1,"512 U.S. 687",1993,1606,"Rehnquist","93-517","BOARD OF EDUCATION OF KIRYAS JOEL VILLAGE SCHOOL DISTRICT v. LOUIS GRUMET et al.","3/30/1994","",21,37,25,37,1,NA,NA,0,302,37,300,37,1,12,2,2,3,2,0,0,0,0,30180,3,2,0,2,NA,2,203,"",107,100,1,6,3,"No"
"430",429,0.0101010101010101,0.141414141414141,0,0,0,0.00505050505050505,0.0202020202020202,0.328282828282828,0,0.00505050505050505,0,0,0,0.0101010101010101,0,0,0.0101010101010101,0.46969696969697,0,0,"syllabus430","1994-006","1994-006-01","1994-006-01-01","1994-006-01-01-01","11/29/1994",1,"513 U.S. 64",1994,1607,"Rehnquist","93-723","UNITED STATES v. X-CITEMENT VIDEO, INC., et al.","10/5/1994","",27,NA,109,NA,1,NA,NA,0,48,NA,29,NA,1,12,3,2,1,3,0,1,0,0,30200,3,2,1,4,NA,6,600,"18 U.S.C. § 2252",102,102,1,7,2,"No"
"431",430,0.0128617363344051,0.0610932475884244,0.128617363344051,0,0,0.022508038585209,0.302250803858521,0.234726688102894,0.170418006430868,0,0,0,0.045016077170418,0.00643086816720257,0.00643086816720257,0,0,0,0.00321543408360129,0.00643086816720257,"syllabus431","1994-021","1994-021-01","1994-021-01-01","1994-021-01-01-01","2/21/1995",1,"513 U.S. 374",1994,1607,"Rehnquist","93-1525","MICHAEL A. LEBRON v. NATIONAL RAILROAD PASSENGER CORPORATION","11/7/1994","",156,NA,108,NA,1,NA,NA,0,96,NA,22,NA,1,12,3,1,1,4,0,1,0,0,30010,3,2,0,1,NA,2,200,"",105,102,1,8,1,"No"
